label,APP,ADAM10,BACE1,PSEN1,PSEN2,APOE,CLU,SORL1,ABCA7,BIN1,CD2AP,CD33,PTK2B,PICALM,RIN3
68,0.4294964633832755,0.3414443084622363,0.43270860265642946,0.3698878078043102,0.3718958874924489,0.2847194253301914,0.44195850842309536,0.8677775233620826,0.3932781872089951,0.2500213423924601,0.2777814863066117,0.2672863345648628,0.5876261638718987,0.29111183892346554,0.18272511396014296
69,0.5610103584049514,0.7554235636652916,0.8883397461839688,0.7865170939771793,0.35677161998308576,0.2736344632620223,0.367912012090895,0.6254477536664848,0.646518468530499,0.7881207245608275,0.5901495743509428,0.21736640875940216,0.5422552841672215,0.6918420583662355,0.42923260326913804
70,0.47282487116107835,0.3417218432906504,0.4376362885268714,0.35261308596591295,0.3472201716777206,0.3166442338399989,0.5486494123480706,0.8699755843714247,0.5357805574005876,0.4419619147885389,0.47479852983826776,0.265291903145593,0.5795367828531984,0.31820139761534855,0.35389762527471785
71,0.8688312899813678,0.6799380673787524,0.6437446208896904,0.6670070754019389,0.5437082427294615,0.42510627782317995,0.6574331326787296,0.6796563990329432,0.2817017062624375,0.22327963206333182,0.0892309742322861,0.04188851067764442,0.5042405947221482,0.8419188503882429,0.3108211670690078
72,0.5890047743503962,0.4662937717387621,0.5320590931832976,0.5633618925758744,0.30473129838996244,0.28810512775601504,0.3531995007557655,0.8585574346433738,0.5752993320356395,0.6132520715797162,0.6787421832944223,0.4330628546919627,0.4953667370449965,0.5598981354411571,0.6535439443735128
73,0.7064959980042839,0.58813618459612,0.5569356236035922,0.5542567792841232,0.3554858626269901,0.16744154296671376,0.37468330916667925,0.8077837828285285,0.4957828735512413,0.5336929830159488,0.36287396219231016,0.3965795512678455,0.49739678883387894,0.5559423894040505,0.26414620114799603
74,0.5607016871016219,0.29925338298669846,0.566128244845652,0.4845599011017399,0.38689293307267664,0.25683737351212643,0.5678857270119929,0.8403118165127563,0.6822977048590886,0.5402193185670732,0.4875267860062816,0.36250341620072213,0.6788945749946839,0.3809450748183254,0.3058156510962144
75,0.5098680735342348,0.3802437058868464,0.5849398390184851,0.5363181907258179,0.36324641925507906,0.2466434870764801,0.5744400852841526,0.7684685320050669,0.552589318926235,0.38299897113827397,0.49571825171501976,0.45808898038996465,0.6113197901933868,0.4499487209659366,0.23565730640910668
76,0.5076134480709464,0.3891663660058153,0.5653442580982664,0.30137963356400294,0.28094367095101835,0.291420216099203,0.6287183562094745,0.8181639885684014,0.4912615188565026,0.4937893814239096,0.4699023594427377,0.31318321563594065,0.605384349457803,0.39430129644540923,0.45530881221270664
77,0.5000235142512431,0.4861665021152666,0.575658790445005,0.4778700363980683,0.32855803141412093,0.2949218335156592,0.4687145960511178,0.7499433021265539,0.4997002752061543,0.4397158643438415,0.42575939192659457,0.39844913234851953,0.5481450234643431,0.4632473530459145,0.3991640498909132
78,0.3524835172800402,0.10722574590759291,0.5366601908523031,0.3562469011114718,0.24495002889032513,0.246781003473178,0.5606471438917853,0.9441620545096306,0.7016675930982822,0.6782968304851724,0.2368999082014873,0.18934947215005446,0.7148217676992843,0.3058560433226581,0.3487357537352895
79,0.5341351457771101,0.38392832959704193,0.49229647772025525,0.3680435961301447,0.4116715142012399,0.27570909629053464,0.5737709915713951,0.7694154986008663,0.45224171707442967,0.39550322657331877,0.37412144646594186,0.27316839947469623,0.5898538910787819,0.4490531828717023,0.3910337772747346
80,0.500082138435601,0.25663244567552257,0.4607509015715127,0.3215013756370924,0.3539033807648357,0.4302633724519256,0.6227936918683257,0.8118917968244501,0.557701979575842,0.46077451181647894,0.23780340144152243,0.29704831912761903,0.566270851309998,0.36126806684369145,0.416421052016078
81,0.42433677523791236,0.2368727852830142,0.474823223259031,0.40406218920970405,0.4391870234937703,0.35952058349285837,0.6307272100759009,0.759234137115036,0.4534489606808,0.4690916330519642,0.5120907009518277,0.41064821834778553,0.6236195909991279,0.31511592202645966,0.3795461036088633
82,0.5812399090616764,0.5238241557554909,0.4627994394708795,0.35216564957974583,0.459984004919023,0.49542670722511695,0.6240998398793405,0.509545646924356,0.4118470005412268,0.5158247730371166,0.3973081380237234,0.5418393544072704,0.49030345037501205,0.36773779714913074,0.33429475955597515
83,0.4009323522915173,0.30033956391357897,0.4956779013815224,0.4233263352328547,0.41495828630188675,0.43458834151291653,0.6032568923743283,0.5721710717543349,0.3620031018056367,0.4845119948915588,0.5345384777643027,0.3814757909819075,0.5397669275715783,0.26129248274229705,0.2945144627894138
84,0.5853881263989541,0.3151399448083829,0.417925047231323,0.3417385928691234,0.42218892731635815,0.5377451230679804,0.6592608230619061,0.5745615469786396,0.39176577185507977,0.3150842114643832,0.6817505958573269,0.35198579738790037,0.439265255646259,0.2967457425095204,0.35144319570448374
85,0.41570106174858806,0.2203786562320733,0.48321874765079204,0.4472593449894488,0.36225341891518587,0.44575099802203244,0.5781629626557252,0.6710920971349807,0.36435668640514146,0.4787281901063786,0.3536248989505646,0.42145732304041866,0.5387854535119446,0.26796590643333734,0.40320315460656103
86,0.7237004999309671,0.44263480299291763,0.6002881229740116,0.4088437163152405,0.38765919484190164,0.4366803282761379,0.6134005701475347,0.6741817512714556,0.5810320811421728,0.4814964293680279,0.12540659994510936,0.46099724356452715,0.5485646583569571,0.46821367192394947,0.5111655222886322
87,0.6120456089439308,0.5267520155013512,0.674600923340537,0.6127376427155511,0.3999445702007262,0.5324228770248742,0.6006515574938625,0.5913017632352812,0.47532837057468524,0.6241760275799695,0.29130200770101206,0.3975396798875759,0.3627349381087501,0.5462718866361673,0.5173547216337873
88,0.6705052958350511,0.42205492824244784,0.5069712078640557,0.4047614767405304,0.6501280094972489,0.16948198093667477,0.3522019568417649,0.8360145510893505,0.6557193699494924,0.6297141432857251,0.33481118669846793,0.29494162192451934,0.4441857023239215,0.2085604870491223,0.4164004110603336
89,0.5633613816207013,0.44047756332721333,0.6631508704469937,0.5229877791295541,0.2544280663931692,0.35085833750122086,0.4062916520472985,0.7547300594663852,0.5300248988841361,0.7551108505564987,0.20818280500747854,0.5197102964011306,0.4614605459137445,0.5513985290407815,0.6836787592341154
90,0.5042304683696115,0.40747236557004907,0.5884381267171739,0.5533140165917729,0.30256842132531003,0.42838739753967653,0.7666643041839512,0.7405623759447377,0.3911727582782349,0.6463374468369552,0.4671042179692121,0.423925016636122,0.6244566648035655,0.4193512900160786,0.3060314319519214
91,0.4516180168232372,0.4921747116568031,0.6399487949321991,0.5987197379466667,0.3065907678034198,0.20231142292859866,0.4026507005535081,0.8090124627939482,0.5700309142121478,0.6903996309824623,0.43116169839134827,0.4205168916776379,0.5360322797410654,0.44438464234137404,0.27739072702084555
92,0.4574336574837618,0.5323661776270355,0.6087353367585633,0.7807061774379811,0.5349991830037034,0.605843821034106,0.2802019185637516,0.17334640248958308,0.40549489969391445,0.5537400561680023,0.28796897815032046,0.5112041019904466,0.21314863937842854,0.643191577170065,0.549412376412139
93,0.5212529217949445,0.6244478925293347,0.4871982319919117,0.4286627312305209,0.4482439631707544,0.6169828117107187,0.7155271532428239,0.663650219267624,0.42595387359657716,0.6454272876169872,0.44881929416897554,0.30133230421432694,0.4283679175386504,0.4458709672068739,0.47249433545566627
94,0.5423570317074043,0.4046784038431704,0.44319678920347677,0.45715728374661446,0.46294262677737247,0.38831995515166096,0.6471444348039195,0.692695838701766,0.41879859498704247,0.369826597660667,0.5788702827629291,0.24016065405137246,0.5631843269413822,0.4116314490137505,0.2802988581195695
95,0.8157140862761771,0.8129383854830373,0.9586963353198972,0.9650031078949846,0.16704128189034934,0.18749291796445158,0.06009438816815574,0.166492697365273,0.6722389926917541,0.9634222938005316,0.3532539798867574,0.19647345743387495,0.10806599551662825,0.8248805633931124,0.32347515057611176
96,0.6434697692078919,0.5953805715573697,0.5892346356240836,0.5559202444548291,0.298316943351475,0.36898925334126403,0.46681771086167284,0.8089117555724058,0.39276403737058996,0.4343949300893215,0.46409325852690964,0.2676366568481887,0.4570528777140126,0.5307284399304115,0.3207437864173819
97,0.5554051780554944,0.48173020660633775,0.6148846865560278,0.5926370246838341,0.37773326230284027,0.3378280769579071,0.46969908815496136,0.6697670265620997,0.5271584304318726,0.6613479008576945,0.3610620811066993,0.3352472589403652,0.4057841417976374,0.4410198526884573,0.41054814649738547
98,0.3625578212030185,0.33999780438342897,0.6340604359780608,0.648422600765203,0.3908399889830334,0.44023942004719835,0.812976553235178,0.6277733528634165,0.5535927207229843,0.5883923945787191,0.4079825063749783,0.23084459635420346,0.5917113410790253,0.33782372862072674,0.44976197734660034
99,0.7836225567018227,0.6644510672436119,0.4858743067669285,0.6969862750468371,0.34578949419326704,0.5050408685926912,0.4127047760968453,0.6987043541267686,0.18975548940731762,0.39862114570478274,0.6347273059063744,0.31726667709606227,0.5975568232317287,0.7467313673510451,0.26045925528124886
100,0.5488957876094105,0.4068920405012977,0.5019417581426331,0.5611371454017341,0.31365708078908766,0.4349527009094311,0.6566106221677973,0.6802199349396975,0.4014415983885596,0.46455145928045716,0.4009779761279158,0.2797468709415701,0.4901912326090489,0.4044395947548231,0.31327179391924065
101,0.569703725370087,0.5526299603383631,0.5892571684347011,0.5979337783789903,0.29325245679100825,0.35333724719022896,0.541833029694856,0.633871901860742,0.4063724146176864,0.5562498801442807,0.5652990863230686,0.4291072747783198,0.46785844731662013,0.4711602499825005,0.23274846266495738
